epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
194,138968,0.86503,0.50018,0.77944,0.90728,0.90328,0.96038,0.69301,0.23921,0.16287,0.20344,0.003631,0.003631,0.003631
195,139640,0.83355,0.4751,0.78747,0.90818,0.90328,0.9605,0.69332,0.23907,0.16267,0.20348,0.003598,0.003598,0.003598
196,140314,0.8926,0.50775,0.81762,0.90818,0.90248,0.96057,0.69301,0.23906,0.16268,0.20343,0.003565,0.003565,0.003565
197,140987,0.85421,0.48331,0.80104,0.90635,0.90074,0.96006,0.69325,0.23916,0.1626,0.20343,0.003532,0.003532,0.003532
198,141661,0.82118,0.48985,0.77642,0.90464,0.90019,0.95986,0.69261,0.23907,0.16213,0.2034,0.003499,0.003499,0.003499
199,142335,0.89691,0.5113,0.82934,0.90778,0.90328,0.96067,0.69336,0.23868,0.16199,0.20336,0.003466,0.003466,0.003466
200,143009,0.87959,0.49315,0.80515,0.90691,0.89964,0.95973,0.69327,0.23869,0.16234,0.20331,0.003433,0.003433,0.003433
201,143683,0.82057,0.45247,0.76545,0.90761,0.89781,0.95914,0.6935,0.23856,0.16241,0.20331,0.0034,0.0034,0.0034
202,144357,0.87382,0.48005,0.80592,0.91346,0.89599,0.959,0.69332,0.23869,0.16197,0.2033,0.003367,0.003367,0.003367
203,145031,0.84259,0.46988,0.78378,0.91428,0.89599,0.95916,0.69332,0.23829,0.16162,0.20326,0.003334,0.003334,0.003334
204,145705,0.89695,0.50104,0.81083,0.91253,0.89599,0.95914,0.69372,0.23774,0.16158,0.2033,0.003301,0.003301,0.003301
205,146379,0.85777,0.47592,0.78705,0.91087,0.89599,0.9592,0.69415,0.23799,0.16116,0.20331,0.003268,0.003268,0.003268
206,147053,0.85131,0.49279,0.78303,0.9119,0.89781,0.96012,0.69463,0.23803,0.16128,0.20331,0.003235,0.003235,0.003235
207,147727,0.83886,0.4718,0.80904,0.90929,0.89781,0.95994,0.69488,0.23819,0.16096,0.20326,0.003202,0.003202,0.003202
208,148401,0.82867,0.46249,0.79695,0.90944,0.89791,0.95976,0.69448,0.23795,0.16106,0.20317,0.003169,0.003169,0.003169
209,149074,0.84795,0.46435,0.78185,0.90781,0.89964,0.95959,0.69472,0.23777,0.16102,0.20318,0.003136,0.003136,0.003136
210,149749,0.86952,0.49974,0.80975,0.90927,0.89611,0.95954,0.69463,0.23744,0.16087,0.20322,0.003103,0.003103,0.003103
211,150422,0.83573,0.47309,0.78707,0.91087,0.89599,0.95971,0.69455,0.23703,0.1607,0.20326,0.00307,0.00307,0.00307
212,151095,0.85582,0.47089,0.79726,0.91249,0.89432,0.95902,0.69523,0.23725,0.16038,0.20315,0.003037,0.003037,0.003037
213,151769,0.83782,0.47097,0.78781,0.91821,0.89416,0.95902,0.6951,0.23689,0.1601,0.20322,0.003004,0.003004,0.003004
214,152441,0.84376,0.45363,0.80252,0.8814,0.93796,0.95932,0.69492,0.23713,0.15993,0.20311,0.002971,0.002971,0.002971
215,153113,0.83898,0.46076,0.77457,0.88118,0.93796,0.95946,0.69593,0.23745,0.15934,0.20312,0.002938,0.002938,0.002938
216,153785,0.8442,0.46081,0.79388,0.91333,0.90386,0.96211,0.69637,0.23702,0.1593,0.20311,0.002905,0.002905,0.002905
217,154462,0.85085,0.48279,0.80282,0.88046,0.93978,0.96208,0.69656,0.23706,0.15912,0.20312,0.002872,0.002872,0.002872
218,155138,0.81906,0.47247,0.80184,0.88195,0.93978,0.96206,0.69649,0.23708,0.15891,0.20313,0.002839,0.002839,0.002839
219,155812,0.85392,0.48633,0.80796,0.88201,0.93978,0.96191,0.69653,0.23699,0.15916,0.20312,0.002806,0.002806,0.002806
220,156488,0.82458,0.47984,0.77884,0.88564,0.93796,0.96196,0.69699,0.23695,0.15861,0.20315,0.002773,0.002773,0.002773
221,157164,0.85489,0.48068,0.79828,0.88355,0.94161,0.96211,0.69712,0.23673,0.15848,0.20307,0.00274,0.00274,0.00274
222,157840,0.84216,0.47875,0.80175,0.88456,0.93681,0.9609,0.69696,0.23713,0.15829,0.20297,0.002707,0.002707,0.002707
223,158515,0.83488,0.47006,0.77579,0.88457,0.93697,0.96135,0.6976,0.23637,0.15826,0.20306,0.002674,0.002674,0.002674
224,159192,0.80611,0.46476,0.80109,0.88446,0.93248,0.96094,0.69729,0.23622,0.15784,0.20302,0.002641,0.002641,0.002641
225,159867,0.8011,0.45014,0.78848,0.9178,0.89964,0.96152,0.69721,0.23638,0.15784,0.20314,0.002608,0.002608,0.002608
226,160542,0.79704,0.45236,0.76702,0.91693,0.89964,0.96157,0.69717,0.23651,0.15738,0.20311,0.002575,0.002575,0.002575
227,161216,0.83341,0.44441,0.78569,0.91856,0.89964,0.96163,0.69616,0.23653,0.15712,0.20316,0.002542,0.002542,0.002542
228,161892,0.7801,0.44085,0.77714,0.91979,0.89964,0.96191,0.69639,0.23628,0.15697,0.2032,0.002509,0.002509,0.002509
229,162568,0.81223,0.44342,0.78393,0.92045,0.89964,0.96182,0.69669,0.23636,0.15692,0.20318,0.002476,0.002476,0.002476
230,163243,0.80879,0.44555,0.7824,0.91639,0.90146,0.96192,0.69735,0.2361,0.15685,0.20321,0.002443,0.002443,0.002443
231,163918,0.79264,0.46915,0.78808,0.92152,0.89999,0.962,0.69779,0.23621,0.15683,0.20317,0.00241,0.00241,0.00241
232,164596,0.82635,0.44293,0.78572,0.91651,0.90146,0.96187,0.69816,0.23644,0.15683,0.20319,0.002377,0.002377,0.002377
233,165273,0.8061,0.44126,0.77873,0.9164,0.90146,0.96199,0.69793,0.23628,0.1565,0.20315,0.002344,0.002344,0.002344
234,165949,0.77693,0.43792,0.76222,0.91658,0.90146,0.96212,0.69826,0.2363,0.15665,0.20316,0.002311,0.002311,0.002311
235,166626,0.81659,0.45917,0.76194,0.91653,0.90165,0.96198,0.69767,0.23644,0.15649,0.20316,0.002278,0.002278,0.002278
236,167304,0.80762,0.42305,0.78947,0.91829,0.90236,0.96197,0.69748,0.23651,0.15651,0.20318,0.002245,0.002245,0.002245
237,167979,0.80235,0.44342,0.79976,0.91824,0.90146,0.96203,0.69757,0.23664,0.15641,0.20323,0.002212,0.002212,0.002212
238,168655,0.76571,0.42965,0.77137,0.9184,0.90146,0.96208,0.69701,0.23663,0.15636,0.20323,0.002179,0.002179,0.002179
239,169330,0.79024,0.41075,0.77795,0.91889,0.90146,0.96208,0.69789,0.23708,0.15632,0.20312,0.002146,0.002146,0.002146
240,170003,0.81763,0.44893,0.79114,0.91975,0.89934,0.96213,0.69822,0.2371,0.1562,0.2031,0.002113,0.002113,0.002113
241,170677,0.83128,0.4609,0.79914,0.91975,0.90146,0.96223,0.69803,0.23704,0.15624,0.20307,0.00208,0.00208,0.00208
242,171350,0.76606,0.41142,0.74886,0.91843,0.90399,0.96322,0.69718,0.2364,0.1563,0.20312,0.002047,0.002047,0.002047
243,172024,0.84231,0.45142,0.78587,0.92179,0.90511,0.96429,0.69772,0.23682,0.15645,0.203,0.002014,0.002014,0.002014
244,172697,0.78824,0.43646,0.78985,0.92084,0.90511,0.9643,0.69826,0.23671,0.15669,0.20299,0.001981,0.001981,0.001981
245,173370,0.80539,0.43124,0.77789,0.92462,0.89964,0.96329,0.69819,0.23646,0.15645,0.203,0.001948,0.001948,0.001948
246,174044,0.741,0.40872,0.75377,0.92515,0.90216,0.9647,0.69787,0.23642,0.15672,0.20297,0.001915,0.001915,0.001915
247,174718,0.77071,0.42492,0.79004,0.9283,0.90146,0.96474,0.69849,0.23663,0.15646,0.20304,0.001882,0.001882,0.001882
248,175392,0.78416,0.42546,0.75258,0.92595,0.89964,0.96334,0.698,0.23608,0.15669,0.20311,0.001849,0.001849,0.001849
249,176067,0.79041,0.43487,0.79212,0.92854,0.9011,0.96476,0.69904,0.23608,0.15666,0.20308,0.001816,0.001816,0.001816
250,176742,0.74614,0.42212,0.75671,0.89049,0.93796,0.96518,0.69982,0.23591,0.15642,0.20315,0.001783,0.001783,0.001783
251,177416,0.79842,0.42228,0.7681,0.89046,0.93796,0.9652,0.69932,0.23581,0.15655,0.20313,0.00175,0.00175,0.00175
252,178090,0.7798,0.4269,0.7533,0.89062,0.93796,0.96514,0.69935,0.23602,0.15633,0.20319,0.001717,0.001717,0.001717
253,178764,0.73448,0.41405,0.75366,0.89051,0.93796,0.9651,0.69988,0.23607,0.15634,0.20316,0.001684,0.001684,0.001684
254,179439,0.75215,0.41672,0.76788,0.89086,0.93431,0.96375,0.69954,0.23583,0.15665,0.20323,0.001651,0.001651,0.001651
255,180114,0.79334,0.41589,0.77676,0.8929,0.93248,0.96385,0.7001,0.23596,0.15676,0.20325,0.001618,0.001618,0.001618
256,180789,0.72717,0.39155,0.75059,0.8935,0.93386,0.96375,0.70038,0.23618,0.15689,0.20333,0.001585,0.001585,0.001585
257,181464,0.76962,0.40145,0.78855,0.8955,0.93248,0.96395,0.69995,0.23608,0.15701,0.20336,0.001552,0.001552,0.001552
258,182138,0.77528,0.42106,0.80162,0.92284,0.90328,0.96384,0.70049,0.23598,0.15712,0.20338,0.001519,0.001519,0.001519
259,182813,0.78194,0.42379,0.79596,0.92008,0.90334,0.96391,0.70107,0.23599,0.15728,0.2034,0.001486,0.001486,0.001486
260,183487,0.756,0.39721,0.78188,0.92477,0.90328,0.96388,0.7001,0.23581,0.15703,0.20338,0.001453,0.001453,0.001453
261,184161,0.73623,0.39132,0.74794,0.92436,0.90328,0.96384,0.70124,0.23594,0.15717,0.20335,0.00142,0.00142,0.00142
262,184838,0.73018,0.39891,0.77039,0.92449,0.90511,0.964,0.70131,0.23552,0.15686,0.20342,0.001387,0.001387,0.001387
263,185514,0.7361,0.3994,0.7782,0.92003,0.90876,0.96426,0.70203,0.23555,0.15677,0.2034,0.001354,0.001354,0.001354
264,186190,0.75773,0.42272,0.76699,0.91885,0.90693,0.96434,0.70296,0.23585,0.15669,0.20345,0.001321,0.001321,0.001321
265,186866,0.76485,0.4219,0.77826,0.91879,0.90842,0.96441,0.70154,0.23569,0.15695,0.20353,0.001288,0.001288,0.001288
266,187540,0.70383,0.3837,0.76386,0.91877,0.90822,0.9645,0.70232,0.2358,0.15677,0.20347,0.001255,0.001255,0.001255
267,188215,0.76054,0.40738,0.78253,0.91875,0.90796,0.96458,0.70231,0.23605,0.15671,0.20355,0.001222,0.001222,0.001222
268,188890,0.76767,0.41638,0.76586,0.91875,0.90791,0.9646,0.70188,0.23591,0.15702,0.20357,0.001189,0.001189,0.001189
269,189565,0.70937,0.37533,0.72596,0.92073,0.90693,0.96465,0.70206,0.23621,0.15752,0.20362,0.001156,0.001156,0.001156
270,190240,0.706,0.3793,0.73711,0.92097,0.90693,0.96474,0.70063,0.2366,0.1577,0.20364,0.001123,0.001123,0.001123
271,190916,0.74859,0.40413,0.7575,0.92107,0.90693,0.96464,0.70146,0.23645,0.1578,0.20371,0.00109,0.00109,0.00109
272,191592,0.72595,0.40258,0.75305,0.921,0.90693,0.96463,0.70132,0.23644,0.15778,0.2037,0.001057,0.001057,0.001057
273,192267,0.71324,0.37953,0.74327,0.92216,0.90796,0.96476,0.70078,0.23653,0.15775,0.20374,0.001024,0.001024,0.001024
274,192943,0.7284,0.39698,0.76449,0.92402,0.9099,0.96624,0.70132,0.23671,0.1576,0.20379,0.000991,0.000991,0.000991
275,193619,0.73349,0.39448,0.75788,0.92401,0.90973,0.96514,0.70137,0.23652,0.15712,0.20378,0.000958,0.000958,0.000958
276,194294,0.7259,0.37908,0.77216,0.92594,0.91257,0.96663,0.70122,0.23618,0.15703,0.20382,0.000925,0.000925,0.000925
277,194970,0.68721,0.37675,0.74424,0.92404,0.91016,0.96528,0.70186,0.23626,0.157,0.20386,0.000892,0.000892,0.000892
278,195647,0.71317,0.37807,0.73482,0.92397,0.90925,0.96525,0.70175,0.23636,0.1569,0.20385,0.000859,0.000859,0.000859
279,196324,0.71183,0.37995,0.78042,0.92251,0.91243,0.96374,0.70159,0.23661,0.15678,0.20384,0.000826,0.000826,0.000826
280,197001,0.73427,0.38875,0.7463,0.92787,0.91606,0.96759,0.70336,0.23624,0.1565,0.20387,0.000793,0.000793,0.000793
281,197676,0.69451,0.36887,0.73772,0.92566,0.90892,0.96568,0.70291,0.23665,0.15644,0.20389,0.00076,0.00076,0.00076
282,198350,0.70278,0.37404,0.76424,0.92621,0.91626,0.96558,0.70353,0.23673,0.15621,0.20392,0.000727,0.000727,0.000727
283,199024,0.68124,0.35332,0.74314,0.92578,0.91241,0.96573,0.70457,0.23668,0.15623,0.20395,0.000694,0.000694,0.000694
284,199698,0.68701,0.36871,0.74793,0.92778,0.91431,0.9663,0.70408,0.23668,0.15595,0.20403,0.000661,0.000661,0.000661
285,200371,0.69311,0.35983,0.74498,0.92788,0.91559,0.96641,0.70422,0.23662,0.15542,0.20403,0.000628,0.000628,0.000628
286,201044,0.69873,0.37532,0.74062,0.92786,0.91606,0.96641,0.704,0.23666,0.15551,0.20409,0.000595,0.000595,0.000595
287,201717,0.70706,0.37284,0.77074,0.92788,0.91558,0.96663,0.70438,0.23659,0.15535,0.20413,0.000562,0.000562,0.000562
288,202390,0.67973,0.35616,0.74381,0.92852,0.91423,0.96676,0.70413,0.23665,0.15556,0.20416,0.000529,0.000529,0.000529
289,203062,0.72926,0.39209,0.75293,0.9296,0.91568,0.96674,0.70339,0.23665,0.15518,0.20417,0.000496,0.000496,0.000496
290,203735,0.66657,0.3596,0.73321,0.92941,0.91606,0.96676,0.7034,0.23668,0.15513,0.20423,0.000463,0.000463,0.000463
291,204407,0.60386,0.30142,0.69358,0.92961,0.91585,0.96688,0.70443,0.23677,0.15527,0.20425,0.00043,0.00043,0.00043
292,205080,0.60137,0.29255,0.68135,0.9277,0.91606,0.96681,0.70403,0.23671,0.1555,0.20428,0.000397,0.000397,0.000397
293,205752,0.57477,0.28281,0.66715,0.92732,0.91606,0.96699,0.70516,0.23679,0.15553,0.20433,0.000364,0.000364,0.000364
294,206424,0.58559,0.29408,0.66871,0.92779,0.91443,0.96699,0.7057,0.23664,0.15551,0.20438,0.000331,0.000331,0.000331
295,207097,0.56014,0.27709,0.65402,0.92878,0.91423,0.96707,0.70649,0.23731,0.15528,0.20438,0.000298,0.000298,0.000298
296,207770,0.59804,0.28473,0.67049,0.92765,0.91423,0.96703,0.70566,0.23689,0.15507,0.20431,0.000265,0.000265,0.000265
297,208444,0.55155,0.27626,0.64676,0.92883,0.91423,0.96716,0.70566,0.23738,0.15512,0.20439,0.000232,0.000232,0.000232
298,209118,0.58258,0.28016,0.67026,0.92712,0.91423,0.96705,0.70637,0.2369,0.15476,0.20441,0.000199,0.000199,0.000199
299,209792,0.57364,0.27998,0.66942,0.92636,0.91423,0.96715,0.70811,0.23684,0.15501,0.20444,0.000166,0.000166,0.000166
300,210466,0.5721,0.2793,0.6727,0.92597,0.91423,0.96702,0.70735,0.23665,0.15451,0.20452,0.000133,0.000133,0.000133
